"player","age","nationality","position","team","top5","minutes_90s","Fantasista","Sacrificio","Prendi_Falli","Bomber","Torre"
"Osame Sahraoui",22,"no NOR","FW","Heerenveen","False",27.4,1.08563611119121,0.530891911450846,1.93686232300072,-0.47933343610734,-0.817860301841939
"Koki Saito",21,"jp JPN","FW","Sparta R'dam","False",18.4,0.96934738697912,0.434452805576538,0.446665484473566,-1.04717724316255,-0.532367988468573
"Mohamed Sankoh",19,"nl NED","FW","Heracles Almelo","False",12.1,-1.04837396243564,-1.20722608702906,-1.41684293001402,0.591638174965953,0.698058978586556
"Kodai Sano",19,"jp JPN","FW,MF","NEC Nijmegen","False",17.7,-0.575463110089809,1.67729807288652,0.289487241457582,0.106979422239605,-0.570744979638776
"Kaj Sierhuis",25,"nl NED","FW","Fortuna Sittard","False",24.2,0.0469623716725301,-0.847583304098166,1.39466239065325,0.596162996202814,0.687373974954401
"Lennart Thy",31,"de GER","FW,MF","Zwolle","False",29.7,-0.775559383512383,-0.586216270495536,-1.19249725229022,1.29122092354032,0.0984836982463585
"Malik Tillman",21,"us USA","FW,MF","PSV Eindhoven","False",17.7,3.17449732227329,1.89958063542746,0.0659046809738603,0.2566043145983,-1.14216626673402
"Michel Vlap",26,"nl NED","FW","Twente","False",21.9,1.19192782457171,0.788731818849998,-0.200366855249109,-1.96503705138983,-0.882162519049217
"Patrik Wålemark",21,"se SWE","FW","Heerenveen","False",13.8,-0.54966236788852,0.712858104852346,1.49789524085108,-0.668780729438293,-0.459265576044061
"Ricky van Wolfswinkel",34,"nl NED","FW,MF","Twente","False",21,0.358941149295751,-0.543530364156582,-0.108529323676493,1.84799558155795,0.350956067210061
"Elves Baldé",23,"gw GNB","FW,MF","Farense","False",10.8,-0.382340591413091,0.485181720153118,-0.108978680386719,-0.76819567995626,-0.595010886069869
"Simon Banza",26,"cd COD","FW","Braga","False",22.2,-0.716532304905981,-1.52767314044678,1.04343086352052,2.07637968030498,1.11570870605042
"Bachir Belloumi",21,"dz ALG","FW,MF","Farense","False",23,0.365689256236651,1.0855112387762,0.469795538264299,0.468573284653438,-0.430251351117425
"Emmanuel Boateng",27,"gh GHA","FW","Rio Ave","False",20.7,-1.01787569225131,-0.485831792059061,1.66267033978036,-0.124882891078967,0.752396037204653
"Róbert Boženík",23,"sk SVK","FW","Boavista","False",28.6,-1.13825825915961,-0.956460662025676,0.133797448524824,-0.675246968535382,0.695683439640401
"Bruma",28,"pt POR","FW,MF","Braga","False",19.1,1.12465526161357,1.15016016826637,-1.21575430485987,-0.56545490349299,-1.00571626795166
"Arthur Cabral",25,"br BRA","FW","Benfica","False",14.8,-0.513979587486901,-0.668641120177679,0.229805725927346,0.0455279343112674,0.337001150358525
"Jhonder Cádiz",28,"ve VEN","FW","Famalicão","False",25.6,-1.05112791080803,-1.22134644829586,-0.115695476900526,0.748116374924928,1.26744634616318
"João Pedro Gomes Camacho",29,"pt POR","FW,MF","Moreirense","False",23.1,-0.248668862339937,0.380362584075782,0.531137873902361,-0.664149413110398,-0.364697066220163
"Felippe Cardoso",24,"br BRA","FW","Casa Pia","False",17.4,-1.06364956841754,-1.04700263550784,0.560961846669445,0.263512191581741,0.661903859295927
"Ronie Carrillo",26,"ec ECU","FW,MF","Portimonense","False",14.6,-0.239006131524803,-0.797149815652086,-0.415439836462533,0.383253623170356,0.46071862801012
"Cassiano",34,"br BRA","FW","Estoril","False",17.9,-1.11739863762288,-1.38528756258503,0.302462062935473,1.69214588869196,0.589891928874679
"Tidjany Chabrol",21,"fr FRA","FW,MF","Gil Vicente FC","False",12,0.487190331560251,0.910728109426177,1.60941202180213,-0.503270253009785,-0.780698854404968
"Clayton",24,"br BRA","FW","Casa Pia","False",18.8,-0.717049838165989,-0.801611905247863,0.559348376212402,0.379834002146016,0.803481732207701
"Francisco Conceição",20,"pt POR","FW,MF","Porto","False",21,2.04691230082821,0.641456525321994,1.24197544307822,-1.08730422866469,-0.788468776143651
"Félix Correia",22,"pt POR","FW","Gil Vicente FC","False",24.1,0.085274062937679,0.965135634937396,1.17799564799547,0.392312269588237,-0.696995452812123
"Murilo Costa",28,"br BRA","FW","Gil Vicente FC","False",22.1,-0.355961469733869,0.534054632412902,-0.96344783789441,-1.09616404859176,-0.584123127392529
"Ángel Di María",35,"ar ARG","FW","Benfica","False",24.6,3.58895492334067,1.0965497932397,-0.0454735159813682,-0.396749922036133,-1.55962073399269
"Álvaro djaló",23,"es ESP","FW,MF","Braga","False",19.9,0.419737308145111,0.666185471268616,0.660140917575535,-0.410086279261947,0.0456646640416723
"Bruno Duarte",27,"br BRA","FW","Farense","False",25.1,-0.365834223899222,-0.742443803913327,-0.323497457601128,1.36700504687178,0.8313641980179
"Marcus Edwards",24,"eng ENG","FW,MF","Sporting CP","False",14.9,2.8407910020224,0.524167941926963,-0.307122177067038,-0.25163863113857,-1.0303448689276
"Samuel Essende",25,"cd COD","FW","Vizela","False",29.6,-1.00269969463379,-1.20316323308298,1.18041407571174,1.2574077286866,1.36932751766635
"Evanilson",23,"br BRA","FW","Porto","False",22.8,0.343448958052254,-0.656796428361108,1.13985755907959,0.980457946684063,0.00935899233365765
"Galeno",25,"br BRA","FW,MF","Porto","False",24.9,1.32146098071968,0.475269306832498,0.565356539391536,-0.0790858098808453,-0.692991300694756
"Pedro Gonçalves",25,"pt POR","FW,MF","Sporting CP","False",28.6,0.946832091329291,0.745949957736966,-0.224743252525406,0.0942907409201622,-0.88093157724353
"Cristo González",25,"es ESP","FW,MF","Arouca","False",30.9,0.67858891788438,-0.00487776435754476,-0.524836729107234,0.22471555817465,-0.881950089634865
"Rafik Guitane",24,"fr FRA","FW,MF","Estoril","False",30.1,0.972901013827654,0.714038040146561,0.403782326050503,1.04782906960752,-1.27606525131809
"Viktor Gyökeres",25,"se SWE","FW","Sporting CP","False",32.4,0.687812543252655,-0.8028060829452,0.753190617408156,2.35765149518512,0.0894829876760012
"Héctor",27,"es ESP","FW","Chaves","False",28.8,-1.49822052816689,-0.71507196610794,-0.655792920717968,0.518014837060179,0.784804283955865
"Ricardo Horta",28,"pt POR","FW,MF","Braga","False",26,1.49318041333433,0.550488212193973,-0.0514925823080411,0.61215109878679,-0.868495778121049
"André Inácio",21,"br BRA","FW,MF","Estrela","False",13.3,-0.898019500489706,0.406602451732711,2.1594132412236,-0.328253060692654,0.0573054309263332
"Léo Jabá",24,"br BRA","FW,MF","Estrela","False",24.7,0.678155736609612,0.609095380968026,0.0419927262031429,-0.246911236272949,-0.478624476829425
"Jason",29,"es ESP","FW,MF","Arouca","False",28.5,0.491850037512656,0.616287835140407,0.179680941484237,-0.132415261490505,-0.82124052490118
"Sylvester Jasper",21,"bg BUL","FW,MF","Portimonense","False",18.6,-0.776367516283326,0.595479988486797,0.597332521163906,-0.823518246928378,-0.278975966362762
"Jo",28,"br BRA","FW,MF","Chaves","False",11.3,-1.09897445620113,-0.820245764974746,2.77983052934831,-0.751991822554477,2.19884669032297
"Joca",27,"pt POR","FW,MF","Rio Ave","False",19,-0.340780837389527,0.805441954862474,0.338430520736459,0.785381641695481,-0.769027101024075
"Kikas",24,"pt POR","FW,MF","Estrela","False",17.3,-0.497161424804683,-0.678903519512597,-1.29661576967485,0.804306197492227,0.198001999956702
"Kobamelo Kodisang",23,"za RSA","FW","Moreirense","False",18,-0.127637856436985,0.180458194662844,-0.888517742476179,-1.18323416213054,-0.358934671577174
"Matías Lacava",20,"ve VEN","FW,MF","Vizela","False",14.8,0.295892687221777,0.910045497002495,0.131248174708363,-2.12224561485906,-0.510177467893328
"Bruno Lourenço",25,"pt POR","FW,MF","Boavista","False",22.4,-0.658324066840914,0.523099416715906,-0.601264907685267,0.77441136045278,-0.878039338468561
"José Luis Rodríguez",25,"pa PAN","FW","Famalicão","False",16.6,-0.135356169207076,0.238749903733544,0.270226100061813,-0.904578098712326,-0.540399794050488
"Madson",23,"br BRA","FW,MF","Moreirense","False",14.9,-0.144839908898725,0.846898323882747,1.41174512406107,-0.0799676122373514,-0.351616131226546
"João Mário",30,"pt POR","FW,MF","Benfica","False",26.9,0.791010353323246,1.77262595790519,-0.621347063929375,-0.686281588070482,-0.630345797028241
"Alejandro Marqués",22,"ve VEN","FW","Estoril","False",15.1,-1.45319655290675,-1.2565144631224,-1.40704959710132,0.854741098893645,0.451753172505903
"Marco Matias",34,"pt POR","FW,MF","Farense","False",25.5,-0.580302614958095,0.565318976019502,0.831925573176742,-0.946466609978948,-0.119680955096054
"João Mendes",28,"pt POR","FW,MF","Vitória","False",16,1.13547041260577,1.21735420189208,-0.128607704275662,0.658631781399513,-1.08583584726343
"Rafa Mújica",24,"es ESP","FW","Arouca","False",28.1,-0.596524361518923,-1.04055572036267,0.629606790055332,1.32902379303993,0.159511492739113
"David Neres",26,"br BRA","FW","Benfica","False",12.6,2.26192653837165,0.655191815679945,-0.849041290516165,0.206544572209059,-1.16633516831904
"Régis N’Do",22,"bf BFA","FW,MF","Estrela","False",11,0.557848285391203,1.52448803115222,0.0294819152393494,-1.44114103995742,-0.466409426660583
"Paulinho",30,"pt POR","FW,MF","Sporting CP","False",14.5,0.559657760878656,-0.501689571313483,-1.22566643374482,1.6184725726481,0.0178975269074
"Rúben Tiago Rodrigues Ribeiro",35,"pt POR","FW,MF","Chaves","False",18.7,0.418869596283151,1.53119884052609,0.869513344474061,-0.724912544348043,-0.823879740181184
"Abel Ruiz",23,"es ESP","FW,MF","Braga","False",21.1,-0.0758126592083142,-0.754837738781254,-0.239236369546,0.297039855905655,-0.117878698260306
"Leandro Sanca",23,"gw GNB","FW,MF","Chaves","False",16.3,0.335609130995927,1.08301953482855,0.281472940982609,-2.0456233021979,-0.705306703059312
"Nuno Santos",24,"pt POR","FW,MF","Vitória","False",10.7,1.39455333671079,1.29118893767823,-0.68938550368085,-0.722462597237158,-0.959308533975919
"André Silva",26,"br BRA","FW","Vitória","False",19.7,-0.262698758850568,-0.0953849651887701,-0.464246844085187,1.49015537606013,-0.137099800486613
"Jota Silva",23,"pt POR","FW,MF","Vitória","False",30.9,-0.35716045682815,0.117750345555626,0.981955353302122,0.00967423738083265,0.179067772295471
"Yuki Soma",26,"jp JPN","FW,MF","Casa Pia","False",21,-0.354309742446478,-0.0670556825026279,0.931447276055172,0.919457760248095,-0.43440118788347
"Alberto Soro",24,"es ESP","FW,MF","Vizela","False",10,0.182202746742096,0.423975438672757,-1.09039593515845,0.926077879500778,-0.220022445793991
"Mehdi Taremi",31,"ir IRN","FW,MF","Porto","False",16.4,0.240878789492336,-0.395384492970322,0.634129806437193,0.628047229224309,0.310113778855505
"Heriberto Tavares",26,"pt POR","FW,MF","Estoril","False",13.9,-0.541500414932375,0.417078047442599,-1.12329498522612,-0.558822835017876,-0.397932171790261
"Ronaldo Tavares",26,"pt POR","FW","Estrela","False",12.8,-0.579818393262719,-1.06520160663534,-0.920449021757043,-0.0279543964728379,0.812450581156709
"Francisco Trincão",23,"pt POR","FW,MF","Sporting CP","False",18.9,1.53995537250257,0.506231359083901,0.0265170796255537,0.613700099271336,-0.985801566462374
"Hélio Varela",21,"cv CPV","FW,MF","Portimonense","False",30.5,-0.161792037405224,0.743919671653715,1.30876134696682,-0.478328841630413,-0.427749632671851
"Fabio Abiuso",20,"gr GRE","FW,MF","Modena","False",13.7,-0.699348585715415,-0.770469780472491,0.371192760588965,-0.513543727295132,1.02359565260223
"Giuseppe Ambrosino",19,"it ITA","FW","Catanzaro","False",14.1,-1.06292732385707,-0.449981469828178,0.490125513290391,0.00388738507509447,0.22436958482111
"Alessandro Arena",22,"it ITA","FW,MF","Pisa","False",17,0.620660215723987,0.732581835782508,0.354919097778009,-1.3785805039584,-0.73548054228816
"Adrian Benedyczak",22,"pl POL","FW","Parma","False",20.3,-0.401266691482608,-0.139590508912413,-0.642336951132337,0.0834246676853287,0.601198091106192
"Tommaso Biasci",28,"it ITA","FW,MF","Catanzaro","False",23.1,-0.872001276016534,-0.872804952047802,-0.458278718776272,0.938351419293431,-0.0419912936454878
"Ange-Yoan Bonny",19,"fr FRA","FW","Parma","False",22.1,1.30392708096169,-0.247833371028382,0.52637360574716,-0.15690444924067,-0.595044912596516
"Fabio Borini",32,"it ITA","FW,MF","Sampdoria","False",16.3,-0.182939848286677,-0.139767075856447,0.815284576590331,0.68933182683919,-0.218351708195188
"Gennaro Borrelli",23,"it ITA","FW","Brescia","False",16.1,-0.998105144097345,-0.783205250136437,1.57469118797544,0.91652410450226,1.71043672755711
"Matteo Brunori",28,"it ITA","FW","Palermo","False",33.2,-0.394927242865495,-1.27651727280264,0.510954441801515,1.02180783673942,-0.256486827881959
"Nicolò Buso",23,"it ITA","FW","Calcio Lecco 1912","False",26.7,-0.350378246161461,0.407705210390134,0.957715512386053,-0.171409291443098,-0.222414205085093
"Karlo Butić",24,"hr CRO","FW","FeralpiSalò","False",18.9,-0.632767011512582,-0.360315604844326,-0.0118144808731838,-0.443116502923855,0.217472317964253
"Massimo Coda",34,"it ITA","FW","Cremonese","False",26.4,0.571952223759328,-0.854834716854275,-1.45767050519229,0.200373383741351,0.212099902556027
"Mattia Compagnon",21,"it ITA","FW","FeralpiSalò","False",17.4,-1.21935420599033,-0.437784852563233,0.254977318099146,-0.444561921507855,-0.0298982230877565
"Patrick Cutrone",25,"it ITA","FW","Como","False",27.4,0.150527859166965,-0.340481682124376,-0.851296981996546,0.365684474627555,0.167799042975455
"Manuel De Luca",25,"it ITA","FW","Sampdoria","False",21.8,-0.33281115250432,-1.07807256778357,-0.0784337322403112,0.477401526939419,0.644569819569255
"Federico Di Francesco",29,"it ITA","FW,MF","Palermo","False",25.8,0.109034264890767,0.294536731582357,0.416741097969121,-0.379076009019776,-0.339182891341278
"Francesco Esposito",18,"it ITA","FW","Spezia","False",19.8,-0.418584089502792,-0.795805224305778,1.0215286290507,-1.45303083294279,1.45196317707358
"Andrea Favilli",26,"it ITA","FW","Ternana","False",11.3,-1.0243059977792,-0.230090046088432,0.229649534649529,-1.10030387127747,1.12397038753484
"Aldo Florenzi",21,"it ITA","FW,MF","Cosenza","False",11.9,-0.64003053791061,1.51107837733865,2.94890005490783,-1.64401880381357,-0.0591042910523984
"Alessandro Gabrielloni",29,"it ITA","FW,MF","Como","False",21.7,0.39471433153168,-0.816389909886312,0.0716587538616341,0.268964280103582,0.918574619090475
"Cedric Gondo",26,"ci CIV","FW","Reggiana","False",23.4,-0.848334048644622,-0.529475138073452,0.461809323276218,-0.040778550808972,0.823958684900206
"Christian Gytkjær",33,"dk DEN","FW","Venezia","False",19.9,-0.185510913044477,-1.07207145075098,-0.884297976588156,1.4082216843927,0.519187117026448
"Pietro Iemmello",31,"it ITA","FW","Catanzaro","False",27.9,-0.127299494920792,-1.04935588001984,-1.15106587315694,1.47469496939943,-0.278217917144046
"Roberto Insigne",29,"it ITA","FW,MF","Palermo","False",13.2,1.86354824404191,0.948708522277664,-0.903231632491794,-0.933792240737219,-0.978071578405538
"Flavio Junior Bianchi",23,"it ITA","FW,MF","Brescia","False",24.8,-0.456573059563987,-0.337930860123094,-0.298593050872102,-1.15998673224661,0.0369977294962102
"Andrea La Mantia",32,"it ITA","FW","FeralpiSalò","False",21.3,-0.556460372615662,-1.44573306127667,0.0502826603015985,-0.30440134266022,2.48826052108656
"Andrea Magrassi",30,"it ITA","FW","Cittadella","False",13,-1.26121513790995,-0.706856809934191,-0.356069154073213,0.368148620318123,1.80483085702222
"Tommy Maistrello",30,"it ITA","FW","Cittadella","False",10.7,0.118306301406578,-0.331389167598393,0.596305590428709,-0.771901740378646,2.67247355744407
"Dennis Man",24,"ro ROU","FW","Parma","False",26,1.83923816912416,0.915520225605579,-0.151735808743062,0.205329606636281,-0.553695100911853
"Jacopo Manconi",29,"it ITA","FW,MF","Modena","False",18.4,0.198152977238012,0.367811461327005,-0.317100374170804,-1.34698386582854,-0.451474624169864
"Leonardo Mancuso",31,"it ITA","FW,MF","Palermo","False",10.3,-0.625394736803252,-1.05789715685615,-1.25429870644759,0.00986724119033352,0.712706369773874
"Simone Mazzocchi",24,"it ITA","FW,MF","Cosenza","False",26.5,-0.901387601489027,-0.0899757123579373,-0.386304705179997,-1.13666042408786,0.156549192465476
"Pedro Mendes",23,"pt POR","FW","Ascoli","False",24.5,-0.341244630664727,-0.687453303724798,-0.233223027530958,0.891587550934942,1.4333846649796
"Silvio Merkaj",25,"al ALB","FW,MF","Südtirol","False",15.6,-0.695789701630049,-0.612756389703604,1.54793805251379,0.762704105884974,1.35004425990175
"Valentin Mihaila",23,"ro ROU","FW,MF","Parma","False",17.8,0.314376236065901,-0.00659042969786452,1.80289339090432,0.262612392321836,-0.632661234141535
"Jan Mlakar",24,"si SVN","FW,MF","Pisa","False",16,-1.06429238376904,-0.0972185770305291,0.163627959193077,0.661549944540688,-0.0137583926804759
"Gabriele Moncini",27,"it ITA","FW","Brescia","False",21.5,-0.848090214843246,-1.2052005918745,-0.425039885074218,0.3962174847433,0.941632418175634
"Gregorio Morachioli",23,"it ITA","FW,MF","Bari","False",10.5,0.523865977246414,0.289025597189773,-1.15767998434389,-2.70001457285235,-0.379292631571415
"Stefano Moreo",30,"it ITA","FW,MF","Pisa","False",22.4,-0.5982820244155,-0.151840042326214,-0.650004139842546,-0.983060043690122,0.882015661826876
"Luca Moro",22,"it ITA","FW,MF","Spezia","False",11.2,-1.13914292958156,-1.13619723785459,0.996025387842882,0.653867634532089,0.9247699523525
"Marco Nasti",19,"it ITA","FW","Bari","False",24.5,-0.833927092593793,-1.09655717182213,-0.533349580671631,-0.28195869998066,0.352516100134816
"Ilija Nestorovski",33,"mk MKD","FW,MF","Ascoli","False",11.6,-0.745867508798077,-0.474085344400219,1.1151496265917,-1.06509464005333,1.10135692956787
"Andrija Novakovich",26,"us USA","FW","Calcio Lecco 1912","False",31.1,-0.470755401806169,-1.02473080040966,0.336082558384681,-0.645872474065754,1.16398922200856
"Raphael Odogwu",32,"ng NGA","FW","Südtirol","False",21.8,-0.43912147892251,-1.17765430886454,1.11689821586696,0.88936183105733,1.54035183457106
"Luca Pandolfi",25,"it ITA","FW","Cittadella","False",18.2,-0.590745897135645,-1.14634555656022,-0.936071120608159,0.152924457981837,0.797265859472539
"Anthony Partipilo",28,"it ITA","FW","Parma","False",11.1,0.564450658217629,0.498743017167126,0.504740508912409,-0.565468853618557,-0.354108949827817
"Emanuele Pecorino",22,"it ITA","FW","Südtirol","False",10.9,-0.811956546105182,-0.191765623674558,1.49306846461335,0.305142264109183,1.69257217021635
"Nicholas Pierini",24,"it ITA","FW,MF","Venezia","False",23.5,0.902706977459952,0.442396710852184,0.769243926071188,-0.128622223355086,-0.551877988115683
"Filippo Pittarello",26,"it ITA","FW","Cittadella","False",27.1,-0.424362315855556,-0.513911608213361,1.57293133009407,-0.375993635187401,0.464310932193017
"Joel Pohjanpalo",28,"fi FIN","FW","Venezia","False",30,-0.402361380464569,-1.42065362362841,-1.25976202902065,1.77839028782022,0.592098224504879
"Antonio Raimondo",19,"it ITA","FW","Ternana","False",24.7,-1.11872397679992,-0.930561279981142,-0.128071255384959,-0.117884240021373,0.639673501374217
"Nicola Rauti",23,"it ITA","FW","Südtirol","False",11.2,-0.686092059704244,0.34003085525614,0.541018985908632,-1.30251534241934,0.347270129186539
"Pablo Rodríguez",21,"es ESP","FW,MF","Ascoli","False",25.2,-0.453145735681534,-0.359080695820175,2.3795397724638,-0.124229706289661,0.366508256917032
"Giuseppe Sibilli",26,"it ITA","FW,MF","Bari","False",32,0.929322880237947,1.13436774340371,-0.442626256062878,0.0395775463024038,-1.07490844645747
"Luca Strizzolo",31,"it ITA","FW,MF","Modena","False",10.8,-0.888571340259034,-1.10006763424993,0.491445667466989,1.03558595801667,1.4198448158532
"Gennaro Tutino",26,"it ITA","FW,MF","Cosenza","False",31,-0.360693792193178,-0.879628928336638,1.2519248470742,1.63485034669478,-0.0833432555540127
"Franco Vázquez",34,"ar ARG","FW,MF","Cremonese","False",27.8,1.72093423260749,1.70206346152652,2.74654254262493,-1.64935287041094,-0.56988584099165
"Przemysław Płacheta",25,"pl POL","FW","Norwich City/Swansea City","False",12.5,0.573268812510423,0.386707178521145,-0.910039898602284,-2.26277003857982,-0.101158795256545
"Diego Falcinelli",32,"it ITA","FW","Spezia/Modena","False",19.2,-0.592217180437302,-0.32666027672225,-0.31495109157664,-1.78982233700503,0.501636824397301
"Sylla Sow",26,"nl NED","FW","Go Ahead Eag/NEC Nijmegen","False",12.4,-0.314439699068086,-0.886036442490858,0.121364507394405,1.53101850786399,0.171214850209723
"Francesco Forte",30,"it ITA","FW,MF","Cosenza/Ascoli","False",18.9,-1.06222470404545,-1.00787401355861,0.613050439899782,-0.725803620783292,1.0097000061997
"Dennis Johnsen",25,"no NOR","FW,MF","Cremonese/Venezia","False",24.7,1.1660798786079,0.358798303003801,-0.00781106365568131,-0.351545291726872,-0.463307323945468
"Vittorio Parigini",27,"it ITA","FW,MF","FeralpiSalò/Calcio Lecco 1912","False",14.1,-0.0584410683639428,1.15948932880197,-0.299094438083169,-2.10123447962318,-0.216910747467938
"Chiquinho",23,"pt POR","FW,MF","Stoke City/Famalicão","False",20,-0.284285697099421,0.356269391356418,3.93357263442941,0.541248794529773,-0.165883616978283
"Nicholas Bonfanti",21,"it ITA","FW","Pisa/Modena","False",13.2,-1.0234024503718,-1.28398736306407,-0.859157114735028,1.03364674869715,0.301077620938229
"Niall Ennis",24,"eng ENG","FW","Stoke City/Blackburn","False",11.2,-1.08632273353152,-0.995893237461637,-1.20569159104689,-0.83776664048777,0.531803991366883
"Jason Lokilo",24,"be BEL","FW,MF","Hull City/Vizela","False",15.7,0.103663361959509,0.223529106459761,-0.299668044069496,-0.819016455014676,-0.656956892831674
"Jeremy Sarmiento",21,"ec ECU","FW,MF","West Brom/Ipswich Town","False",15.2,-0.269687957993679,0.515522091279077,0.825217935247428,-0.446234596066491,-0.229705657296836
"Mirko Antonucci",24,"it ITA","FW,MF","Cosenza/Spezia","False",23.2,0.255737915059949,0.376843199040444,0.0640450034126949,-0.794882985370952,-0.417520818653744
"Ronald",22,"br BRA","FW","Swansea City/Estrela","False",30.5,-0.208105133356336,0.742634775268354,1.60390717685257,-1.01985968852344,-0.0831616346944674
"Andreas Weimann",31,"at AUT","FW,MF","West Brom/Bristol City","False",13.7,-0.666037112322991,-0.526920273560262,-1.34759740163924,0.0547057061579973,0.0601647196551582
"Million Manhoef",21,"nl NED","FW","Stoke City/Vitesse","False",25.3,0.278924358900814,0.95463586648284,0.45256766182489,0.0355693711976774,-0.655689683345544
"Mats Seuntjens",31,"nl NED","FW,MF","Utrecht/RKC Waalwijk","False",19.6,0.34705884547322,0.151566114287595,-0.128943894405537,-0.311571997665277,-0.359132718543347
"Sam Greenwood",21,"eng ENG","FW,MF","Leeds United/Middlesbrough","False",24.5,-0.221433245952414,0.417856890712889,0.0361599508917385,-0.597372980126462,-0.470511735866407
"Scott Twine",24,"eng ENG","FW,MF","Bristol City/Hull City","False",28.2,0.701473731807531,1.11405249138211,1.34066547095806,-0.587271732789729,-0.866185171835237
"Ettore Gliozzi",27,"it ITA","FW","Pisa/Modena","False",13.9,0.0684866605212712,-1.05855759782419,-0.362372974552255,-1.03417872678826,0.71649216067358
"Ike Ugbo",24,"ca CAN","FW,MF","Cardiff City/Sheffield Weds","False",24.8,-0.888650377100814,-0.67618792612312,-0.617965819938869,0.884212880416547,0.438824150758168
"Nuno Gonçalo Moreira",24,"pt POR","FW,MF","Casa Pia/Vizela","False",22,0.756007784746914,1.32311868168855,0.689722576165803,-1.07720918132503,-0.706596518368261
