"player","age","nationality","position","team","top5","minutes_90s","Creativo","Fulcro_di_Gioco","Lunga_Gittata","Incontrista","Cinico"
"Daniel Bragança",24,"pt POR","MF","Sporting CP","False",11.4,0.0565056337969794,-0.205873078872713,-0.313147620850263,0.714571898026357,0.99144533734055
"Carlinhos",29,"br BRA","MF","Portimonense","False",31.6,-0.0158908250485036,0.324265777505312,1.71766787201911,-0.810132469577838,-0.516484282048675
"Martim Carvalho",20,"pt POR","MF","Gil Vicente FC","False",20.7,-0.486596542282516,-0.112572848685897,-0.457514423005754,0.685273710470968,-0.722526259019898
"Vitor Carvalho",26,"br BRA","MF","Braga","False",14.5,-0.950526733544044,-0.942418610903335,-0.66217038100355,1.06797805378109,0.16534974187046
"Facundo Cáseres",22,"ar ARG","MF","Farense","False",12.4,-1.64942251612473,-1.5329203506085,-0.964575056980169,1.99439795875124,-0.681503914316387
"Geny Catamo",22,"mz MOZ","MF,DF","Sporting CP","False",18.7,1.17528238431119,-0.111172659244888,-0.384764304681858,-0.465998662816729,0.593184426798939
"Fábio Conceição",22,"pt POR","MF,FW","Rio Ave","False",28.2,0.59359804657215,-0.36444101407874,-0.729937701425892,-0.507992461585292,0.0494665985441083
"Leo Cordeiro",27,"br BRA","MF","Estrela","False",29,-0.701621219383994,-0.705272869170584,-0.382253716436798,0.298240650409699,-0.129528616070983
"Costinha",23,"pt POR","MF,DF","Rio Ave","False",33.9,0.355340439749331,-0.3200120070922,-0.624712137572037,1.48679606350944,-0.203994336563357
"Dener",31,"br BRA","MF","Portimonense","False",19.6,-0.898537814046611,-0.567431783563278,-0.747189345838055,0.743416199701877,0.358845964957596
"Maxime Dominguez",27,"ch SUI","MF,FW","Gil Vicente FC","False",25.9,0.573247982155937,0.23153977152705,0.718763134029208,0.396852568203878,0.599370900591894
"Ricardo Esgaio",30,"pt POR","MF,DF","Sporting CP","False",16.6,0.76447937017715,0.130280591657293,-0.0137173507079959,0.583409925568039,-0.387683746524766
"Stephen Eustáquio",26,"ca CAN","MF","Porto","False",17,-0.213528166566282,0.600704923722222,0.380203438860952,0.504839340194887,0.32989215828801
"Claudio Falcão",29,"br BRA","MF","Farense","False",28.9,-1.36970459947434,-1.26681196692241,-0.623081379306569,1.25058508243657,0.688003805369984
"Jean Felipe",29,"br BRA","MF,DF","Estrela","False",12.8,-0.300041555406305,-0.217851511610872,1.72106072648234,-0.0372653439106276,0.105740252023164
"Gonçalo Franco",22,"pt POR","MF","Moreirense","False",30.2,-0.427466070478292,-0.826585657974695,-0.451253766026528,1.23523372637412,-0.950981049885272
"Kanya Fujimoto",24,"jp JPN","MF","Gil Vicente FC","False",22.2,0.676149234150605,0.226770315495782,-0.419663512102699,-1.21400438930665,0.500626862752334
"Bruno Gaspar",30,"ao ANG","MF,DF","Vitória","False",25.4,1.05857240511938,-0.253235991781202,-0.199052604653713,-0.505199659603905,0.713226125045022
"Mory Gbane",22,"ci CIV","MF","Gil Vicente FC","False",21.2,-1.12833822905034,-1.01183874444384,-1.10995346997959,0.996446000246621,-0.034706523226527
"Rodrigo Gomes",20,"pt POR","MF,DF","Estoril","False",27.2,0.860109034307827,-0.319547241795762,-0.669274262390713,-0.145683664457216,0.955781637002992
"Nicolás González",21,"es ESP","MF","Porto","False",18.9,0.153241836844091,0.581952809402935,-0.621620504919976,0.131814777930776,0.565980334232097
"João Graça",28,"pt POR","MF","Rio Ave","False",13.3,-0.0389364323979044,-0.121516553339537,-0.194560642539902,1.11193865193882,-1.01764859167248
"Ricardo Guimarães",27,"mz MOZ","MF","Chaves","False",13.9,-0.758584525730748,-1.05832954162782,-0.351219910135076,0.80385558683569,-1.2972529031047
"Tomás Händel",22,"pt POR","MF","Vitória","False",28,-0.447469733685315,-0.28962220742192,0.123065022418288,-0.225083362170636,-0.173410282903622
"Morten Hjulmand",24,"dk DEN","MF","Sporting CP","False",24.3,-0.450550402600636,-0.638403986422603,-0.634892347853179,0.335121150213827,0.451514746593129
"Fabrício Isidoro",31,"br BRA","MF","Farense","False",18.5,-0.388438630689465,-0.731848190489687,-0.583967284501337,-0.201503002727612,0.864875244147356
"Orkun Kökçü",22,"tr TUR","MF","Benfica","False",19.8,0.427388613798096,2.23828226762642,1.09878545011923,-0.324296095482922,0.469900961342068
"Eboue Kouassi",25,"ci CIV","MF","Arouca","False",15,-1.07103838436556,-0.957049131775201,-0.639274561909774,-0.0607624035421341,-0.297898579370785
"Florentino Luís",23,"pt POR","MF","Benfica","False",18.7,-0.934869302993734,-0.220890476704251,-0.913354490554096,2.85715581953021,-0.678596623649001
"Gaius Makouta",26,"cg CGO","MF","Boavista","False",25.9,-0.143253105009225,-0.732274414180922,-0.900814715068987,-0.989268523220572,0.544782760906816
"Ricardo Mangas",25,"pt POR","MF,DF","Vitória","False",21.2,0.695693904362779,-0.662444693556073,-0.827438925121785,-0.958930598934821,0.144196254113143
"João Marques",21,"pt POR","MF,FW","Estoril","False",21.9,0.725510698774946,-0.334749228748031,-0.141223030925075,-0.5527620844592,1.11092238671208
"Hidemasa Morita",28,"jp JPN","MF","Sporting CP","False",23.8,-0.243939043947441,0.0547387277462084,-0.567905116888175,0.478554468145835,0.619221155636788
"João Moutinho",36,"pt POR","MF","Braga","False",23.5,-0.605957596061166,1.3204124702766,0.689662582488943,1.25661391686331,-0.574107675060052
"Diogo Nascimento",20,"pt POR","MF","Vizela","False",24,-0.227250543816441,-0.273947099679936,-0.389673271883886,-0.744661202696439,-0.456011165197689
"Neto",31,"br BRA","MF","Casa Pia","False",25,-1.07431552583672,-0.856221905605151,-0.22117377849086,0.541479318342936,-1.0807815305153
"João Neves",18,"pt POR","MF","Benfica","False",25.7,-0.259678493878162,0.276938528152816,-0.051176297209704,0.984289596335627,0.218899046669103
"Nonoca",25,"br BRA","MF","Portimonense","False",21.3,-1.22953934823846,-1.44628923061156,-0.922501936659474,1.59163007570062,-0.555347880288711
"Kelechi Nwakali",25,"ng NGA","MF","Chaves","False",23,-0.541763952400612,0.352555433780235,2.04258529052101,-0.336122815062295,-1.04162733780866
"Lawrence Ofori",25,"gh GHA","MF","Moreirense","False",27.3,-1.00489997006464,-0.628063125376692,-0.447598365758162,-0.839213433704282,-0.764902891171486
"Mattheus Oliveira",29,"br BRA","MF","Farense","False",24.8,-0.389606570869261,-0.353235779352271,1.18798875327159,-0.069413077131399,-0.306078405153171
"Amine Oudrhiri",30,"ma MAR","MF","Rio Ave","False",24.7,-1.17266752682111,-1.23502710554677,-0.472351351014132,-0.580928040801368,-0.103491442556934
"Pepê",26,"br BRA","MF,DF","Porto","False",31.7,1.31376664970793,1.39094239663303,-0.197462361432578,-1.20984729139754,0.772545746230396
"Sebastián Pérez Cardona",30,"co COL","MF","Boavista","False",24.3,-1.15146231178735,-0.678033661476984,-0.501910342938649,1.22361419560797,-1.19531691580016
"Wagner Pina",20,"0","MF,DF","Estoril","False",12.2,0.0209338575293847,-1.13416075323979,-1.10683010798201,1.01639845309075,-0.54515916508073
"Pizzi",33,"pt POR","MF,FW","Braga","False",10.7,1.30827452898079,1.54149117051575,0.948121158252882,-1.68848178117322,0.573637765142367
"Miguel Reisinho",24,"pt POR","MF","Boavista","False",23.3,-0.225075987943799,-0.970219919389671,-0.553100974932107,0.0529608496068465,0.494660408941358
"Pablo Roberto",23,"br BRA","MF,FW","Casa Pia","False",18.5,0.390224690764644,0.609633191928372,-0.263097448825494,-0.367892440625284,-0.127643586850668
"Gustavo sá",18,"pt POR","MF","Famalicão","False",20.4,0.399392731742747,0.277565654886735,0.0606442114564353,-0.186873258207697,0.106064223985929
"Samu",27,"pt POR","MF","Vizela","False",30.7,0.189387290919159,1.24069189950493,1.29824264772526,0.638113142710863,-0.0449220588058349
"Nuno Santos",28,"pt POR","MF,DF","Sporting CP","False",22.9,2.14407632891157,1.35414414803864,1.20375859473844,-0.982597175209986,0.60886437437531
"Pedro Santos",22,"pt POR","MF","Arouca","False",16.1,-0.3427854276838,0.439206984883208,-0.0658811638769149,0.31124634344265,0.526771627219091
"Rafa Silva",30,"pt POR","MF,FW","Benfica","False",27.5,2.7194669894553,1.93191633851812,-0.2152360002279,-1.37714098363397,2.2158715790438
"Tiago Silva",30,"pt POR","MF","Vitória","False",25.9,-0.245951210163319,1.45440582564402,2.39752345651803,-0.277485166189973,-0.660467452562379
"David Simão",33,"pt POR","MF","Arouca","False",28.4,-0.934930412739877,0.468399155873493,0.92076196744574,0.0917884174011705,-1.57739248863044
"Aloísio Souza Genézio",27,"br BRA","MF","Estrela","False",16.6,-1.11728359736187,-0.710602560476434,-0.702116345747756,0.962283824102213,-1.06494160741292
"Morlaye Sylla",25,"gn GUI","MF,FW","Arouca","False",28.7,0.510302461654119,0.398100134302391,-0.157583421994906,0.714620385751237,0.0627195467721321
"Pedro Tiba",34,"pt POR","MF","Gil Vicente FC","False",16.6,-0.585699470900606,0.333740827074145,-0.131084272016436,1.02320883258804,-0.61414079188529
"Mirko Topić",22,"rs SRB","MF","Famalicão","False",26.1,-1.19258909045987,-0.433675562078747,-0.568564276150941,0.0603646490673979,-1.13854870700542
"Alan Varela",22,"ar ARG","MF","Porto","False",24.7,-0.661406381132769,0.474923888455038,0.283396777397641,-0.498287300075349,-0.626758913627202
"Ilija Vukotić",24,"me MNE","MF","Boavista","False",11.1,-0.908511599460766,-0.845626102058124,-0.480596597869678,-0.118270681950393,1.37450742103188
"Zaydou Youssouf",24,"fr FRA","MF","Famalicão","False",30.7,-1.182768427432,-0.338992377721855,0.521329760243879,0.50059564168939,-0.813882852011293
"Rodrigo Zalazar",23,"uy URU","MF","Braga","False",20.2,0.928781033324304,2.19910014230123,1.97874728412747,0.091698577410439,0.541703543043463
"Oliver Abildgaard",27,"dk DEN","MF","Como","False",20.7,-1.35448877894105,-0.238365944635612,-0.99770830276944,-0.193412949450866,-0.289376343227876
"Gonzalo Abrego",23,"ar ARG","MF","Cremonese","False",12.2,-0.059760989370443,-0.27407892916732,-0.561400128649893,0.550790773934866,0.0754681421767349
"Gennaro Acampora",29,"it ITA","MF","Bari","False",13,-0.786131326093468,0.223354402187434,0.312172390382711,0.609361317762966,-1.24272118253092
"Francesco Amatucci",22,"it ITA","MF","Cittadella","False",21.1,-0.321188915241158,-0.893344107367666,-1.1116081075357,1.22262596517267,0.58577198391773
"Janis Antiste",20,"fr FRA","MF,FW","Reggiana","False",18.7,0.745077783329411,-1.12990639667143,-1.36594179926691,-1.35712216078971,0.764109719178327
"Filippo Bandinelli",28,"it ITA","MF","Spezia","False",21.7,0.6765667746687,0.266792957600774,0.140725029812085,0.128375726859409,-0.574916711653309
"Thomas Battistella",22,"it ITA","MF","Modena","False",12.6,0.101345431038877,-0.780597408988403,-0.019374640671643,0.548973118980245,-0.0219989708638422
"Alessandro Bellemo",27,"it ITA","MF","Como","False",30.9,-0.736676010887655,-1.16982208006543,-0.711155752245137,-0.323413331160014,0.666044490848919
"Ahmad Benali",31,"ly LBY","MF","Bari","False",24.3,-1.02862383629727,-0.461315065572359,-0.37913555829446,1.11344744012404,-0.836088009584179
"Adrian Bernabe",22,"es ESP","MF","Parma","False",28.8,0.373784210721801,1.9679661610946,0.369284105716621,-0.25242079086842,-0.45826424457335
"Massimo Bertagnoli",24,"it ITA","MF","Brescia","False",16.9,-0.336075936827042,-0.721497373253747,-0.227797295716521,1.17426764631632,0.0675516265124794
"Michele Besaggio",21,"it ITA","MF","Brescia","False",12.8,0.0369714402959516,-0.881162711419427,0.443861037548683,1.28818039965614,-0.986209854992986
"Alessandro Bianco",20,"it ITA","MF","Reggiana","False",33.5,-0.417542130573816,0.178138507927736,0.0998096766506365,-0.3132240358884,-0.562310909341462
"Dimitri Bisoli",29,"it ITA","MF","Brescia","False",30.7,-0.134135230093283,0.302635270764019,-0.558502371357514,0.4940117031925,0.204015592249015
"Bjarki Bjarkason",23,"is ISL","MF,DF","Venezia","False",15.4,1.08935017674834,-0.312272257705158,1.14575206339951,-1.10033726700325,0.645961638568534
"Birkir Bjarnason",35,"is ISL","MF","Brescia","False",21.4,0.450446509189961,-0.562826789614391,0.222088011657851,-1.37234093703875,1.01794189878895
"Simone Branca",31,"it ITA","MF","Cittadella","False",28.5,-0.733395464090698,0.454020494772208,0.220149183102935,2.69355503119301,-0.281336560575472
"Gianluca Busio",21,"us USA","MF","Venezia","False",32.6,0.208470035674187,0.0273243731496747,-0.553895160740745,-0.0532664173000526,0.76996816113827
"Fabrizio Caligara",23,"it ITA","MF","Ascoli","False",16,0.116140137340389,-0.330008047017187,0.370117209903312,0.580657523768722,-0.695961366717009
"Giacomo Calò",26,"it ITA","MF","Cosenza","False",26,-0.62739186137863,0.366117486465185,2.7102184992415,-0.3209776013601,-0.700564058034355
"Giuseppe Carriero",25,"it ITA","MF","Cittadella","False",17.7,-0.143019652286212,-0.916651845809166,-0.933362894749841,0.233370567744918,-0.60778259957383
"Daniele Casiraghi",30,"it ITA","MF","Südtirol","False",32.2,1.55924772232279,0.850890872710592,1.51120096113355,-0.886406428332584,-0.0320900768124789
"Claudio Cassano",20,"it ITA","MF,FW","Cittadella","False",18.8,1.33044142247007,0.287324906280986,0.793181470982421,-0.753491597692528,0.428067003121708
"Francesco Cassata",26,"it ITA","MF,DF","Spezia","False",20.2,0.0942893988181489,-0.394894263464706,-0.45114195620301,0.758472496380596,-0.863720853308855
"Michele Castagnetti",33,"it ITA","MF","Cremonese","False",29.3,-0.621134699754574,0.962513933608876,0.996930306079506,0.524788099695115,-0.641765794886509
"Riccardo Ciervo",21,"it ITA","MF,DF","Südtirol","False",15.2,0.531887475250421,-0.847244153133943,-0.21403460366185,-0.778242613229761,0.760531088688494
"Luca Cigarini",37,"it ITA","MF","Reggiana","False",11.6,-0.728048852878507,1.72758286830574,1.43604207896652,0.452463522536754,-1.33625580097614
"Michele Collocolo",23,"it ITA","MF","Cremonese","False",19,0.69834559198972,0.268247227906496,-0.22952825585777,-0.437206040676983,0.356276569046479
"Giovanni Crociata",25,"it ITA","MF,FW","Calcio Lecco 1912","False",28.4,0.0615341837805035,0.15999177614187,0.829541044506432,-0.473659066873647,-0.456824730799649
"Marco D'Alessandro",32,"it ITA","FW,DF","Pisa","False",16.8,1.91081847216512,-0.211560140317264,-0.513534391805524,-1.48956123384505,0.675695199187633
"Lucas Da Cunha",22,"fr FRA","MF,FW","Como","False",28.9,0.904108667404808,0.657410724882215,0.391867875984864,-0.311025460781165,0.356041321103975
"Kees De Boer",23,"nl NED","MF","Ternana","False",13.2,-0.721458281206715,-0.555542346987137,-0.658279096580522,-1.04103967109466,-1.11566602697656
"Duccio Degl'Innocenti",20,"it ITA","MF","Calcio Lecco 1912","False",17.6,-0.987016229422714,-0.767945304778009,-0.180663885561076,0.726824988413729,-1.18960515500775
"Francesco Di Mariano",27,"it ITA","FW,DF","Palermo","False",17.6,1.00252908002672,-0.0934620415946825,1.15346515735776,-1.10855472713885,-0.870365326542524
"Davide Di Molfetta",27,"it ITA","MF,FW","FeralpiSalò","False",17.6,0.644484078146354,0.549469824439396,0.93194004179924,-1.06994350171452,-0.149461235890471
"Francesco Di Tacchio",33,"it ITA","MF","Ascoli","False",29.8,-1.00932322501965,-0.692377419338305,-0.970532342961221,0.159033924117465,-0.654671959204566
"Filippo Distefano",19,"it ITA","FW,DF","Ternana","False",14.6,1.34356451800104,-0.172836503276737,-0.545834460557383,-1.85158999189897,1.24314109211455
"Malcolm Edjouma",26,"fr FRA","MF","Bari","False",11.5,0.0435106295050538,-0.668513237439022,-1.06679147697539,1.82617854532516,0.112278850059418
"Mikael Ellertsson",21,"is ISL","MF,DF","Venezia","False",18.7,0.299895161771258,-0.754979737457392,-0.686235162461103,-0.356796991688855,0.13264080031336
"Salvatore Esposito",22,"it ITA","MF","Spezia","False",34.7,-0.438052806011349,1.33164413974364,1.76442497699512,0.305943405318625,-0.650903536591082
"Sebastiano Esposito",21,"it ITA","MF,FW","Sampdoria","False",17.4,1.3709946871995,0.552011605223032,0.794034947491156,0.109719225740441,0.192798798151927
"Nahuel Estévez",27,"ar ARG","MF","Parma","False",25.6,-0.823416060395365,-0.535740212990026,-0.12619679574677,-0.149324021649482,-0.63187110246566
"Luca Fiordilino",27,"it ITA","MF","FeralpiSalò","False",29.3,-1.15558906013296,-0.950272456704263,-0.490470770127824,0.37391310469296,-1.48764356259479
"Nicolas Galazzi",22,"it ITA","MF,DF","Brescia","False",19.6,1.04627912844827,0.499053751215237,1.59919325043035,-0.542211025259813,-0.244855964908425
"Giorgio Galli",26,"it ITA","MF","Calcio Lecco 1912","False",14.6,-1.40239105646769,-0.825732995145781,-1.11211982686473,0.670212962335243,-1.36453721632556
"Fabio Gerli",26,"it ITA","MF","Modena","False",22.4,-0.459113983105045,1.11099348127247,-0.462819146398762,-0.545599790024843,-0.491646095746799
"Andrea Ghion",23,"it ITA","MF","Catanzaro","False",17.6,-0.402593467377278,-0.446773344661888,-0.776219579732723,-0.910222237765463,0.062905606421622
"Samuel Giovane",20,"it ITA","MF,DF","Ascoli","False",17.2,-0.144040097350906,-0.920798789735384,-0.330986025965801,-0.059488918655992,-0.743010550666739
"Natan Girma",21,"ch SUI","MF,FW","Reggiana","False",17.2,1.16105142903665,-0.20395237443546,-0.656702791298776,0.209121741124721,0.285109365786346
"Claudio Gomes",23,"fr FRA","MF","Palermo","False",29.3,-0.948130625762911,-0.533387232575691,-0.547362129651273,-1.11220740405149,-1.06902163861999
"Liam Henderson",27,"sct SCO","MF","Palermo","False",13.5,0.88566058514726,0.715680407226221,1.86223846975445,-0.94961388169031,0.115037151157839
"Hernani",29,"br BRA","MF","Parma","False",24.4,-0.082808796458337,-0.339053518980419,-0.109753933221006,0.827306571059717,-0.800973373893089
"Artur Ioniță",32,"md MDA","MF","Calcio Lecco 1912","False",31.6,-0.218070377970331,-0.643604044286638,-0.777600270280575,-0.664604683413132,0.646111814093387
"Elvis Kabashi",29,"al ALB","MF","Reggiana","False",22.6,-0.647208952482518,0.190964084020764,0.812927711033346,0.727801330511245,-0.943447329931887
"Pajtim Kasami",31,"ch SUI","MF","Sampdoria","False",22,0.329666966241704,-0.441608934509725,-0.445391298502739,-0.00753297961574539,-0.144341460286971
"Rachid Kouda",21,"it ITA","MF,FW","Spezia","False",15,1.7111791227564,0.156275938428124,-0.854256281416717,-0.516345223259825,0.554861626705366
"Christos Kourfalidis",20,"gr GRE","MF","FeralpiSalò","False",24.8,-0.0935803845801342,-0.856948522826209,-0.719507908790927,-0.0222162260396834,0.29301782558621
"Tom van de Looi",24,"nl NED","MF","Brescia","False",17.4,-0.7797539748437,0.0510516109611608,-0.210161594968671,-0.191772171007919,-1.02443369451842
"Gregorio Luperini",29,"it ITA","MF","Ternana","False",26.9,0.160324523000733,-0.544338246269587,-0.972554699056436,-0.163270289574948,1.34573303833713
"Luca Magnino",25,"it ITA","MF","Modena","False",29.4,-0.20037515113294,-0.608126888222711,-0.829351310872633,-0.0445073589540381,0.103448952632463
"Mattia Maita",30,"it ITA","MF","Bari","False",20.7,-0.654874760586977,0.2122621914007,-0.451687832124223,0.983722229726705,-1.09736065589269
"Marius Marin",24,"ro ROU","MF","Pisa","False",31,-0.763716249455096,-0.206214322093463,-0.334773347294917,1.0140076914365,-0.292858370929976
"Manuel Marras",30,"it ITA","FW,DF","Cosenza","False",24.2,0.980908027829861,0.750483848260743,0.051342611282482,1.01108128847096,0.0673138907747354
"Patrizio Masini",22,"it ITA","MF","Ascoli","False",20.8,-0.44783919043716,-0.93352271621798,-0.975358423033343,1.60787642757475,0.265764397606951
"Filippo Melegoni",24,"it ITA","MF,FW","Reggiana","False",15.1,1.28989057045899,0.324909842050847,1.01621503455935,0.247307014456788,-0.168013484311425
"Giacomo Olzer",22,"it ITA","MF,FW","Brescia","False",10,1.95458097030055,0.156416883517125,0.70334279395957,-0.134765528292434,-0.0570743390313436
"Antonio Palumbo",26,"it ITA","MF","Modena","False",30.7,0.468140946507203,0.997793469540477,1.13455850207363,0.708894830501408,-0.283691544817463
"Gabriele Piccinini",22,"it ITA","MF,FW","Pisa","False",12,0.708539462531673,-0.279443265544151,-0.7388956349158,-1.07414814796872,0.371844196877657
"Charles Pickel",26,"cd COD","MF","Cremonese","False",16.1,0.228469809399021,-0.26793911437143,-0.796792233290554,-0.27312625882445,0.997903716077321
"Marco Pompetti",23,"it ITA","MF","Catanzaro","False",15.6,-0.945565851748504,-0.658142653219628,0.406525878580264,-0.885806871386238,-0.652051668002695
"Simone Pontisso",26,"it ITA","MF","Catanzaro","False",10.7,-0.821394299699613,-0.351255648295935,-0.443900706113711,-0.0689746973219574,0.488692500915554
"Manolo Portanova",23,"it ITA","MF,DF","Reggiana","False",27.3,0.704482478588295,-0.176307643742521,-0.480705129258957,0.608421193565316,0.192339162604102
"Mateusz Praszelik",22,"pl POL","MF","Cosenza","False",18.1,-0.687009031491803,-0.720517363059229,0.0791632008240402,-0.51327827164183,-0.967202770082357
"Niklas Pyyhtiä",19,"fi FIN","MF","Ternana","False",18.9,-0.175280605387212,-0.260971075364159,-0.653317886275643,-0.399622362401255,-0.106903492899335
"Jacopo Segre",26,"it ITA","MF","Palermo","False",27.6,-0.375272982831893,-0.629120176562702,-0.786382531938327,0.0736176295047145,1.27208025639158
"Alessandro Sersanti",21,"it ITA","MF","Calcio Lecco 1912","False",25.1,-0.617644773332616,-0.956446248752916,-1.0434012158983,1.16059375291459,0.188666220626255
"Simon Sohm",22,"ch SUI","MF","Parma","False",17.8,0.660685369562237,0.355137067796301,-0.493428428327405,-1.37840231705284,0.0480019913672626
"Dimitris Sounas",28,"gr GRE","MF","Catanzaro","False",21.2,0.979288033629582,-0.280781801142553,-0.530540783206158,-0.247442811447849,1.84500953476569
"Leo Štulac",28,"si SVN","MF","Palermo","False",11.5,-0.283343945077437,0.559138698087485,2.33204763519212,-0.405261449911611,0.161595441935985
"Fabian Tait",30,"it ITA","MF","Südtirol","False",32.3,-0.520696852120426,-0.539724143347468,-1.06677810637669,-0.15050898916011,0.910990033013396
"Andrea Tessiore",23,"it ITA","MF,DF","Cittadella","False",12.5,0.634516565868481,-0.960124878639246,0.378787170477102,-0.573281581309738,-0.34633815686257
"Tanner Tessmann",21,"us USA","MF","Venezia","False",34.9,-0.434214890369378,0.538590320781865,0.602414848495676,-0.625349560982957,-0.315691796280904
"Lisandru Tramoni",20,"fr FRA","FW,DF","Pisa","False",11.1,2.31263652950599,0.936257125295916,0.855229540741295,-0.211116719650005,1.41254985978816
"Luca Tremolada",31,"it ITA","MF,FW","Modena","False",17.4,0.897068572853359,1.5564211398509,2.0953020250057,-1.39901099557727,-0.396895100285474
"Mattia Valoti",29,"it ITA","MF,FW","Pisa","False",23.4,0.639267186459752,0.321766939856357,-0.62942001811987,-0.475592276570872,0.231221197186841
"Jari Vandeputte",27,"be BEL","MF,DF","Catanzaro","False",34.3,1.22698230679569,0.323646896140067,1.86922499226095,-1.00192635018726,0.413508893240202
"Miguel Veloso",37,"pt POR","MF","Pisa","False",15.8,-0.605347776326656,-0.168165707444226,2.15120301786603,0.115074161214209,-0.482167542424471
"Daniele Verde",27,"it ITA","MF,FW","Spezia","False",21.9,1.71481279618888,0.909754977332975,1.92499831277381,-2.34967693761634,0.247809874635902
"Simone Verdi",31,"it ITA","MF,FW","Como","False",19.7,1.13617414787626,0.477191377045282,1.59607647210247,-0.890028943986202,0.045349237158226
"Luca Verna",30,"it ITA","MF","Catanzaro","False",20.1,-0.823286038028691,-0.664648043548842,-0.810316680417514,-1.71020347306095,1.51764954809895
"Valerio Verre",29,"it ITA","MF,FW","Sampdoria","False",19.5,1.42763240546918,1.28131702303275,0.715895520818676,-0.643826308387124,-0.388515117900242
"Alessio Vita",30,"it ITA","MF","Cittadella","False",32.9,0.563922920435776,0.135282187585427,0.467034417769626,-0.212260442999909,0.0652500432079264
"Idriz Voca",26,"xk KVX","MF","Cosenza","False",17.4,-0.54820168308187,-1.14055654843297,-0.903046934400269,-0.773041022002233,1.01792796519957
"Gerard Yepes",20,"es ESP","MF","Sampdoria","False",30.7,-1.31654288960409,-0.661668726058138,-0.526594564245519,0.393222582153573,-0.903230281253737
"Mattia Zennaro",22,"it ITA","MF","FeralpiSalò","False",17.4,-0.00418034279174089,-0.0693232977295978,-0.614002113365313,-0.0351010096632154,0.606606520361368
"Federico Zuccon",20,"it ITA","MF","Cosenza","False",20.9,-0.358924191431124,-0.537771640882138,-0.520394126876308,1.09782950539685,-0.845261435762903
"Jakub Łabojko",25,"pl POL","MF","Ternana","False",14.6,-1.13536211184624,-0.370712364382463,0.141200089025379,0.149885732668944,-1.32156223712538
"Lewis Travis",25,"eng ENG","MF,DF","Ipswich Town/Blackburn","False",16.9,0.091947044557248,0.46935215862302,-0.823707978299063,1.76935502023932,-0.719066491423887
"Lance Duijvestijn",24,"nl NED","MF,FW","Almere City/Excelsior","False",17.2,1.04953937548127,0.550735338834413,-0.472780923111951,-0.242665706748113,0.394011395073005
"Finn Azaz",22,"ie IRL","MF,FW","Plymouth Argyle/Middlesbrough","False",34.7,1.49553886985942,2.03229425034642,0.582910379939027,-0.889392921688559,-0.074939868565413
"Ben Wiles",24,"eng ENG","MF","Rotherham Utd/Huddersfield","False",22.4,-0.0800497039249599,-1.16384367468053,-0.498246263987546,-1.11144450738553,-0.479647156503718
"Alex Pritchard",30,"eng ENG","MF,FW","Sunderland/Birmingham City","False",16.2,1.25545070631107,1.6291597472118,2.50200458804553,-0.661863794774729,-0.478352832079269
"John Buckley",23,"eng ENG","MF","Sheffield Weds/Blackburn","False",10.8,-0.450930821535636,-0.110255621318165,0.368363231496626,1.2415018357025,-1.26329508768218
"Tommaso Arrigoni",29,"it ITA","MF","Südtirol/Como","False",16.8,-0.725876136664792,-0.524677355121098,0.10491700016333,-0.775613484226554,-1.11950664759978
"Luke Cundle",21,"eng ENG","MF,FW","Stoke City/Plymouth Argyle","False",24.6,0.40798218894489,0.455058149435465,-0.504993197351083,-0.109537682464658,1.42326368092597
"Andre Dozzell",24,"eng ENG","MF","QPR/Birmingham City","False",28.8,-0.668674333495425,-0.823475525744098,0.0224695793510864,-0.754610923114594,-0.0494686171462832
"Mandela Keita",21,"be BEL","MF","OH Leuven/Antwerp","False",17.2,-1.22341002712409,-0.533179520018309,-0.824526967904953,1.3802170613604,-1.3764921961066
"Taylor Gardner-Hickman",21,"eng ENG","MF,DF","West Brom/Bristol City","False",24.6,-0.370379248474814,-0.226948729438842,1.73042137613517,0.546697116265886,-0.799801597640406
"Giacomo Manzari",22,"it ITA","MF,FW","Ascoli/FeralpiSalò","False",11,0.894951362403658,-0.312220671048461,-0.0387106864768005,-1.48492868944651,-0.258131673681109
"Cesar Falletti",30,"uy URU","MF,FW","Cremonese/Ternana","False",27.6,1.51837871214849,1.63250606748221,2.2557479477839,-0.973190483716782,0.12131067119129
"Ádám Nagy",28,"hu HUN","MF","Pisa/Spezia","False",19.3,-0.634740806818687,-0.74787041253229,-0.790786974808875,-0.0799410798671274,-1.17728081371675
"Isaac Hayden",28,"eng ENG","MF","Standard Liège/QPR","False",18.4,-1.10360094038507,-1.28207880227515,-0.731152245230459,0.576526879197833,-1.04557352098597
"Fabrizio Paghera",31,"it ITA","MF","Brescia/Ternana","False",14.7,-1.07818763423274,0.117351808557608,-0.46557873396692,1.81458547405634,-0.393118320214161
"Joël Piroe",23,"nl NED","MF,FW","Leeds United/Swansea City","False",31,0.735758546048907,-0.221865587424555,-0.563528439446358,-1.42457384669597,0.789391284790138
"Mateus Fernandes",19,"pt POR","MF","Estoril/Sporting CP","False",24.8,-0.166495794972396,0.503784012814304,0.885310178632795,1.52717546189867,-1.18184959735022
